11.876,1.3765,143.16,23.737,18
0.52671,0.29042,157.44,23.243,26
7.6614,0.50444,144.88,11.674,26
13.343,1.3363,158.81,22.429,22
3.2144,0.72265,121.46,16.155,32
4.7494,1.016,167.21,21.063,26
12.359,1.044,14.123,14.803,32
8.1002,1.2739,108.69,22.324,18
5.5121,0.97214,58.974,16.893,18
7.9245,1.1041,131.13,25.365,18
10.152,0.87327,64.278,14.353,32
1.0015,0.12881,130.44,23.578,22
5.6091,0.1024,132.36,13.976,26
7.2585,1.1719,63.588,24.426,22
9.8797,1.4988,86.772,23.33,26
13.088,1.4555,136.55,28.164,18
12.219,0.23199,50.845,11.517,22
1.3763,0.61108,133.23,11.587,22
1.2077,0.71441,133.89,10.076,26
0.58307,0.84702,2.4938,23.811,22
4.4581,0.20119,58.629,19.592,26
6.3002,1.3981,6.4428,18.179,26
6.4977,0.74101,36.109,28.016,18
5.9338,1.1868,19.044,21.751,32
10.117,0.3416,124.87,13.417,26
5.1497,0.62283,177.01,26.171,32
10.371,0.78863,31.73,17.321,18
14.445,0.61654,181.88,10.767,26
13.64,1.3156,69.53,14.574,32
4.8633,1.1744,192.36,21.479,26
4.1487,1.0205,41.32,12.682,22
13.077,1.2581,92.667,14.178,32
12.814,0.59829,145.7,24.819,26
12.161,1.0705,149.7,24.072,26
12.792,0.82564,69.671,13.011,18
8.2905,0.74848,192.51,16.338,32
8.2651,1.294,150.62,20.923,32
9.8581,1.4063,62.498,18.732,26
9.4836,0.40197,94.293,21.231,26
5.7797,0.56825,1.8639,23.553,32
7.037,0.20491,143.93,14.393,22
7.9563,0.25916,90.4,16.838,32
12.958,1.2025,75.19,14.716,22
1.2764,0.96293,96.139,13.789,22
12.908,0.13103,40.138,19.347,22
5.2639,0.57726,180.69,26.279,22
10.566,0.24737,85.224,29.391,32
8.5377,0.40888,37.004,25.257,18
6.7678,0.17165,117.2,11.47,18
11.322,0.76544,32.579,20.119,26
3.9192,0.71825,85.756,25.04,32
11.002,0.38078,14.93,29.667,18
12.117,1.0537,188.48,16.269,22
12.207,1.2814,33.152,24.195,32
1.1803,0.83417,190.8,13.909,22
5.4395,1.1534,5.2074,10.248,26
7.0789,0.43279,84.008,20.382,32
0.62079,1.0154,178.08,22.473,26
14.827,0.63196,195.32,17.969,18
7.8416,1.4004,95.633,29.001,22
8.7931,0.83684,121.78,13.605,18
12.441,1.3722,119.48,16.795,26
9.9694,1.3106,179.91,22.822,18
11.697,0.70705,13.852,13.743,26
14.647,0.86713,118.86,29.21,22
3.9486,0.88157,152.57,15.92,26
