2.768,0.46296,149.43,20.594,18
8.1434,1.2244,140.61,28.854,22
9.8043,1.4354,74.191,27.268,32
5.4096,0.055558,26.135,17.458,32
11.026,0.52405,35.124,14.566,32
7.4685,1.0543,21.112,12.724,32
6.5959,1.0212,92.34,13.776,22
12.953,1.0784,127.63,14.444,32
0.053058,1.1129,36.561,10.336,22
5.8907,1.1714,15.798,10.29,18
6.8067,0.17404,165.44,12.005,18
11.586,0.88379,166.33,21.218,22
0.1555,0.24211,98.023,27.982,18
9.3807,0.79168,95.719,24.755,18
8.3666,1.4193,155.98,27.676,18
10.585,0.17223,169.07,28.58,18
14.819,0.4275,39.09,13.634,18
12.819,1.4002,169.3,24.772,22
3.778,1.2706,130.39,17.309,26
12.532,0.17076,53.865,14.201,32
9.7099,1.3044,81.331,13.072,22
2.0145,1.2938,126.36,28.648,32
7.3883,0.49473,104.5,14.975,32
5.0196,0.36188,30.084,26.811,18
5.9437,0.68182,40.818,29.35,26
12.46,0.64991,123.25,20.31,26
7.588,0.14606,18.101,12.444,26
10.907,1.1488,137.35,27.696,22
5.4745,0.41324,156.76,21.583,26
1.9073,0.19229,194.61,10.035,22
4.976,0.70427,84.355,20.373,22
4.785,0.91908,94.711,10.717,18
7.8364,0.093843,3.9381,15.877,32
9.7578,1.3796,199.28,23.396,22
10.421,1.1209,106.72,28.338,32
7.6439,0.32337,17.377,17.266,26
12.266,0.5049,174.59,29.021,22
10.493,1.4025,69.931,20.477,22
12.27,0.43651,6.843,16.245,18
14.887,0.85488,188,11.737,26
10.79,0.65847,48.437,18.911,26
3.0972,1.4841,6.4922,21.982,26
0.27469,1.2127,100.74,11.924,32
0.5733,0.87366,164.54,13.122,26
4.2639,0.84815,81.067,12.81,18
2.4938,0.59735,138.04,29.201,18
9.9865,0.72085,176.11,10.808,18
13.705,0.13996,189.82,21.856,32
10.07,0.23969,21.309,28.965,32
9.5611,0.45555,66.567,13.264,18
13.55,0.22993,194.99,21.051,18
8.9144,1.375,102.73,14.109,22
10.665,1.4913,23.872,13.163,26
2.0927,0.7174,148.35,26.726,18
5.1777,0.15,105.53,23.631,32
6.912,0.24607,163.1,18.52,26
6.2119,1.2364,158.46,18.768,26
2.1451,0.50782,41.648,13.532,32
3.9803,1.3571,199.15,12.29,22
11.777,0.20483,101.79,20.176,26
12.12,0.83264,126.78,25.918,26
1.3047,1.2896,110.45,17.089,18
1.1628,1.2339,2.7668,27.505,22
2.8843,0.47763,124.34,11.392,26
11.268,0.51317,50.979,15.351,22
10.926,0.28377,12.994,25.004,18
1.5779,0.098141,144.67,25.582,26
1.9346,0.82377,113.25,19.23,18
13.664,0.26815,63.734,19.813,26
7.6131,1.4247,101.3,12.144,22
9.4149,0.3991,153.65,22.649,18
12.606,0.89311,101.1,18.526,32
7.0273,0.59542,117.37,10.125,22
6.2821,0.82549,118.47,11.621,22
8.8683,1.2462,178.2,17.568,26
0.68825,0.6797,122.24,20.85,32
10.41,0.73491,22.122,22.183,32
3.6748,0.6858,143.33,29.769,26
1.0563,0.93119,188.83,14.289,26
11.155,0.12182,163.71,14.876,26
2.9651,0.58886,68.887,25.264,22
14.678,0.10594,89.869,28.434,18
0.89407,0.29796,74.492,18.981,18
6.1012,0.11727,186.56,26.373,18
5.9174,0.050218,184.42,21.781,18
13.127,0.12722,136.11,16.746,18
10.978,0.55684,197.91,22.357,32
10.024,1.3294,180.46,16.002,18
8.69,1.169,66.243,13.922,26
8.8977,0.38187,152.56,19.182,26
8.7127,0.042458,0.50714,26.43,26
9.4896,0.7924,190.22,28.029,22
12.422,0.78278,191.82,29.367,22
6.044,1.0921,189.56,26.791,26
14.222,0.63718,147.25,11.562,18
6.6931,0.29586,12.384,29.981,26
12.345,0.25091,170.9,12.349,32
4.9986,1.0991,130.76,20.823,22
12.869,0.76599,61.298,28.912,26
14.314,0.77727,45.212,25.68,18
0.97005,0.10134,76.194,24.434,18
13.584,0.11178,80.673,14.125,32
12.235,0.15896,146.93,10.95,26
2.9785,0.9577,58.915,18.862,22
12.033,0.97517,76.481,15.407,32
6.6077,0.061162,100.31,11.228,18
14.261,0.65245,119.26,16.141,18
10.453,1.2806,53.495,14.02,22
11.529,0.32011,68.412,22.986,26
13.976,0.75393,19.364,13.431,22
2.0518,0.53077,50.279,18.255,26
13.62,0.50248,154.64,19.278,18
2.4741,0.6921,20.677,25.235,26
13.365,1.3511,170.63,25.639,18
0.47165,0.63956,159.76,19.373,22
14.504,0.60906,148.75,23.983,22
14.166,0.41519,33.312,22.318,22
9.9911,1.0518,22.602,16.694,32
6.8997,1.3738,25.817,19.641,32
6.9901,0.52026,26.462,16.596,32
14.303,1.1593,182.35,26.695,26
13.716,1.4295,163.23,17.54,26
11.742,0.080347,39.368,29.55,18
11.09,0.85802,70.027,26.165,22
9.5216,0.27281,41.253,21.38,26
12.98,0.3162,62.994,10.677,18
1.3447,0.72424,82.756,26.948,32
10.849,0.51126,13.666,18.442,26
7.0946,0.96773,14.342,29.289,26
13.823,0.18702,168.41,21.834,22
10.151,1.4547,55.16,12.778,18
13.485,0.089707,183.9,18.17,26
4.2185,1.1399,139.26,10.628,26
5.7924,0.058794,99.567,19.518,32
7.114,0.55386,111.34,22.792,26
0.20683,0.38422,67.405,22.803,26
10.173,0.81,171.42,16.877,22
11.987,0.76387,1.0142,13.822,18
